,0
0,-2341
1,-1712
2,-1197
3,-792
4,-1379
5,-423
6,-1388
7,-1750
8,-359
9,-2157
10,-758
11,-1801
12,-2425
13,-937
14,-1314
15,-998
16,-1329
17,-1219
18,-1976
19,-426
20,-563
21,-1070
22,-429
23,-1150
24,-1826
25,-2148
26,-1155
27,-1551
28,-2391
29,-1123
