,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
12,26,30,30,30,20,24,31,20,27,20,31,20,27,30,26,20,30,31,30,30,38,20,20,23,23,21,31,23,26,31,28,31,23,31,24,23,26,38,23,26,30,23,26,31,21,31,38,21,26,33
13,20,26,31,31,38,27,30,20,30,31,38,30,26,20,27,38,30,20,30,26,31,38,20,26,26,31,31,26,31,23,23,23,26,21,31,28,26,38,31,28,26,31,26,31,38,23,28,28,23,39
14,31,31,20,38,26,38,20,20,25,26,38,30,20,25,38,20,26,20,34,20,38,38,31,23,23,28,26,23,30,21,23,23,27,25,31,25,31,31,25,28,23,21,26,38,23,21,31,23,30,33
15,20,20,27,20,31,25,38,27,31,27,34,26,25,30,34,31,25,30,20,20,26,30,26,27,31,28,31,34,22,25,30,31,26,30,23,28,30,26,23,22,34,34,25,26,34,22,23,28,25,35
16,38,26,31,30,31,27,31,27,20,27,38,20,27,38,20,26,20,30,20,30,26,20,26,23,38,28,23,26,24,21,26,26,26,38,30,28,21,31,23,23,21,23,27,38,26,31,26,23,31,35
17,20,20,30,20,30,27,31,31,31,31,31,20,30,20,31,30,26,31,24,20,20,38,34,28,24,21,31,23,23,27,30,31,38,23,21,23,26,28,27,24,28,23,28,30,30,26,23,28,21,39
18,20,30,38,38,26,38,31,26,20,20,26,31,24,38,34,20,20,20,20,27,30,31,20,28,23,23,31,27,26,26,26,24,23,24,28,30,30,30,30,23,21,26,28,23,31,26,34,38,24,40
19,25,28,26,34,31,30,26,31,34,31,28,34,20,31,38,25,28,25,31,20,26,20,28,31,26,38,23,31,26,23,34,38,23,38,22,23,34,28,23,28,26,22,30,22,23,22,38,34,30,40
20,20,31,31,20,26,38,38,38,30,20,20,27,24,26,31,38,27,20,26,38,20,30,26,31,31,26,21,28,23,26,28,38,26,26,31,38,21,28,38,28,23,23,26,23,27,31,31,23,26,35
21,26,31,31,31,31,31,31,20,20,31,27,31,31,31,30,20,30,27,20,25,26,27,27,22,30,23,34,27,28,26,28,23,38,31,31,27,23,28,25,23,30,23,23,22,26,30,22,23,23,35
22,20,20,26,27,20,31,20,20,31,27,34,38,27,26,31,38,30,20,34,30,20,31,38,30,31,31,34,34,38,25,25,23,22,23,28,23,26,23,27,22,23,28,28,25,31,23,22,30,22,40
23,26,30,31,38,27,20,27,25,20,20,30,26,31,27,34,30,38,31,20,30,20,31,30,34,28,23,23,28,31,26,23,31,23,23,27,23,25,21,23,38,26,21,26,38,38,25,38,28,31,35
24,27,26,25,27,30,30,27,27,25,20,20,20,20,26,34,27,30,34,25,20,20,38,30,25,27,25,28,26,38,22,26,38,23,31,30,22,31,31,23,23,23,23,38,22,31,23,23,25,26,33
25,31,34,38,31,25,30,27,27,25,25,25,20,20,38,38,31,38,20,25,31,27,20,25,22,31,38,28,22,38,26,23,26,23,34,23,31,23,23,38,23,28,28,31,23,26,23,26,30,22,35
26,31,31,31,20,38,20,24,20,30,26,20,30,20,24,31,27,27,30,31,31,20,38,20,21,26,30,21,26,23,27,24,28,23,26,28,21,23,24,23,23,23,23,23,23,38,26,28,21,23,40
27,30,26,26,38,31,20,30,26,27,27,25,38,38,38,27,38,38,20,25,30,31,20,34,31,25,30,23,23,28,23,25,25,30,25,28,26,25,28,23,23,23,28,26,26,28,26,23,28,27,33
28,30,20,24,30,20,26,31,31,31,26,31,20,20,26,20,30,38,26,24,24,31,26,26,28,21,38,21,23,27,28,23,23,28,31,31,31,34,38,31,23,30,28,31,31,30,28,28,23,24,35
29,25,38,20,20,34,31,30,31,34,34,26,20,30,20,20,38,31,20,20,31,26,20,20,38,28,38,26,26,21,28,23,31,31,25,31,31,38,28,25,28,21,23,31,38,21,26,23,23,26,33
