,0
0,-335
1,-1971
2,-949
3,-1472
4,-1161
5,-1433
6,-2558
7,-3237
8,-1228
9,-1608
10,-816
11,-2779
12,-1342
13,-1820
14,-1165
15,-376
16,-1165
17,-550
18,-1971
19,-2826
20,-801
21,-2359
22,-1776
23,-1598
24,-344
25,-1395
26,-105
27,-792
28,-1178
29,-2180
30,-1035
31,-577
32,-461
33,-253
34,-1748
35,-1793
36,-1732
37,-1595
38,-1189
39,-648
