,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
20,20,30,38,31,31,20,38,26,38,20,38,20,38,26,31,31,34,27,31,26,26,38,30,31,21,27,28,21,23,23,28,23,21,31,23,23,28,23,28,31,23,38,23,23,28,34,31,28,31,40
21,20,20,30,20,24,20,31,26,20,31,20,20,20,38,31,30,34,34,20,24,20,20,20,31,22,26,24,22,23,38,30,30,24,31,38,28,23,26,23,27,31,22,24,28,22,28,28,22,28,40
22,26,30,25,30,30,34,26,34,38,20,25,31,27,30,31,30,31,27,26,31,20,20,25,26,28,27,28,23,22,30,34,26,27,30,31,22,22,31,28,31,28,31,38,38,28,23,30,26,28,43
23,26,20,20,26,27,26,20,26,20,34,31,20,34,20,20,26,30,24,20,20,30,20,27,24,24,38,28,26,38,31,27,31,34,23,38,28,21,30,26,34,21,24,31,34,31,23,28,26,28,40
24,31,25,20,20,31,34,27,20,20,30,26,30,27,26,38,25,27,38,34,20,31,38,27,31,31,28,26,21,28,23,23,26,28,31,23,26,27,23,23,38,38,23,21,26,28,28,25,26,23,40
25,31,20,20,30,20,20,26,26,20,20,38,26,26,26,20,30,30,20,31,24,26,20,34,23,34,26,28,31,27,23,31,30,30,23,21,28,26,28,23,30,21,23,26,27,21,26,28,30,23,33
26,26,27,20,20,26,20,38,20,31,20,38,31,20,30,34,31,34,26,20,30,25,27,31,22,28,28,23,31,23,25,26,28,22,31,31,28,28,34,34,26,31,22,26,31,22,31,34,31,28,33
27,38,38,20,20,31,34,38,30,34,30,26,20,27,38,20,38,31,31,20,20,38,26,26,26,31,23,31,21,23,28,26,23,24,23,28,26,28,38,21,31,26,21,31,26,23,28,30,31,26,40
28,20,26,20,30,38,27,38,20,27,20,31,20,27,31,30,20,31,20,20,31,31,31,30,21,31,21,26,26,34,23,31,23,24,23,26,30,26,23,38,38,31,23,23,23,23,26,26,21,31,40
29,31,30,34,20,38,38,26,34,20,25,26,20,20,38,26,20,26,26,30,31,30,38,27,23,25,28,27,21,28,25,25,23,31,31,31,28,30,28,28,23,28,25,38,21,31,26,25,23,23,35
30,20,31,38,24,27,20,26,20,20,20,20,20,20,34,26,20,38,26,20,30,27,26,20,26,38,38,31,31,23,24,21,31,31,30,23,31,31,31,23,21,23,21,23,21,28,26,23,23,31,47
31,38,26,31,30,30,38,38,26,24,26,31,30,24,24,26,31,26,30,26,20,31,20,31,23,23,26,24,31,38,28,21,38,21,30,30,23,21,26,31,26,23,28,23,28,28,23,31,24,23,33
32,31,38,20,31,30,34,31,30,27,26,34,24,30,31,30,20,20,30,30,31,38,24,20,23,31,26,28,26,23,23,38,21,26,34,21,23,28,26,23,26,31,31,26,27,21,31,23,30,21,35
33,34,26,31,34,30,27,27,38,34,20,38,31,31,31,20,25,26,25,30,26,31,31,20,34,21,28,26,26,26,23,31,23,21,26,28,38,23,38,23,21,26,25,31,23,26,26,26,25,23,40
34,31,20,31,20,20,31,31,20,20,20,30,38,27,31,31,20,20,20,31,20,30,20,31,31,23,21,31,21,23,23,30,27,24,26,26,23,21,26,21,26,23,24,28,26,21,23,21,31,38,39
35,34,26,38,30,30,26,20,20,31,20,38,31,20,31,38,27,20,31,25,38,31,26,38,27,23,26,23,30,28,25,26,26,23,31,26,38,26,21,31,28,31,27,30,38,21,30,31,25,23,33
36,30,30,25,38,20,38,27,25,34,25,38,38,20,31,20,38,27,25,30,20,27,38,20,27,38,34,23,26,23,22,25,23,28,31,22,38,26,28,27,25,38,23,26,26,28,22,28,22,31,35
37,38,31,20,26,31,26,34,25,25,31,25,34,27,27,26,20,30,26,30,27,20,31,31,21,31,38,21,31,26,28,31,28,27,23,28,23,23,26,38,23,23,26,26,21,28,38,28,21,23,33
38,38,20,34,25,20,31,20,25,25,34,34,38,38,26,31,26,30,25,30,20,31,20,31,23,26,31,21,26,23,25,25,23,28,28,31,26,23,31,25,26,38,28,31,31,23,28,34,21,23,35
39,31,20,30,20,38,31,31,34,31,38,20,30,20,38,30,26,30,24,30,38,26,31,30,30,26,26,23,31,31,26,26,21,23,38,23,30,23,23,38,21,28,23,27,30,23,23,34,23,28,47
