,iteration,rgap,alpha,warnings
0,1,inf,1.0,
1,2,0.30458141330507654,0.4163981246678059,
2,3,0.04559319887519881,0.2354620049806605,
3,4,0.028253825577773988,0.152671538845777,
4,5,0.01988305699369848,0.11270409812077997,
5,6,0.015556205160520602,0.08768413197125645,
6,7,0.012387354112305932,0.07216472050395799,
7,8,0.01044167313995345,0.05996876156247777,
8,9,0.008773577484929029,0.05186140767809807,
9,10,0.007688292656296043,0.04465267318650345,
10,11,0.006661655310454291,0.0397462267079099,
11,12,0.0059795410748071515,0.03499331195453273,
12,13,0.005285672744576065,0.031744236617709885,
13,14,0.004822697289618283,0.028380253042614913,
14,15,0.004323387727671841,0.026092818742403212,
15,16,0.003991742114360893,0.02359035033889471,
16,17,0.003615913002690983,0.021906658754511227,
17,18,0.0033686480170691813,0.01997518764337611,
18,19,0.003076039925585136,0.018693212815303065,
19,20,0.0028859016587816752,0.01715959867574905,
20,21,0.0026520193195117025,0.01615713065489143,
21,22,0.0025021677392226766,0.014911793737181826,
22,23,0.002311259237193353,0.014110825663866225,
23,24,0.0021907649043529406,0.01308104044937483,
24,25,0.0020322435409750967,0.01242959392543492,
25,26,0.0019337255143203665,0.011565195379529455,
26,27,0.0018002140511439177,0.011027394797067786,
27,28,0.0017185220531363299,0.010292654654370145,
28,29,0.0016047215896810474,0.009843000439484302,
29,30,0.001536162574808929,0.009211810798259982,
30,31,0.0014381725248231807,0.008831719848425793,
31,32,0.0013800313505695342,0.008284515659221572,
32,33,0.0012949138766646716,0.007960153522285093,
33,34,0.0012451569210863442,0.00748200710986798,
34,35,0.0011706578988642333,0.007202880869710287,
35,36,0.0011277337658043927,0.006782197736006599,
36,37,0.0010620947261079992,0.006540218060347262,
37,38,0.0010248013075713066,0.006167854462695439,
38,39,0.0009666301957565138,0.0059566944192324545,
39,40,0.000934023062526462,0.005625341265103976,
40,41,0.0008822034261432753,0.005439988953446136,
41,42,0.0008535314649066901,0.00514373270664677,
42,43,0.0008071572720173226,0.00498017021784614,
43,44,0.0007818162751360545,0.004714174329138445,
44,45,0.0007401446696032105,0.004569148355148615,
45,46,0.0007176437472873205,0.004329418137419452,
46,47,0.000680059777025183,0.004200269268401951,
47,48,0.0006599964657767342,0.0039834758701540515,
48,49,0.0006259866169039296,0.003868007964949313,
49,50,0.0006080276667054888,0.0036713549801039983,
50,51,0.0005771602850568854,0.003567752550963543,
51,52,0.0005610290660875211,0.00338887284501424,
52,53,0.0005329371226863383,0.003295606635789668,
53,54,0.0005184010784174669,0.0031324832414694826,
54,55,0.0004927718574064396,0.0030482676102535997,
55,56,0.0004796346071518653,0.002899170949421663,
56,57,0.00045619958092863605,0.002822915730566716,
57,58,0.0004442942894057481,0.0026863540435199465,
58,59,0.0004228215630761827,0.002617129502694081,
59,60,0.00041200569849239094,0.002491809224225422,
60,61,0.00039229395699836726,0.002428818197323682,
61,62,0.0003824451126330235,0.002313612024524553,
62,63,0.00036431873292260415,0.002256167593291499,
63,64,0.000355331270839973,0.0021500885561197784,
64,65,0.0003386363454351894,0.0020975960289273928,
65,66,0.00033041868126717193,0.001999776285579766,
66,67,0.00031501976078344464,0.0019517185535230716,
67,68,0.0003074921524294423,0.0018613919344851512,
68,69,0.00029326955967970094,0.0018173174942368393,
69,70,0.000286362295113961,0.0017338050428048419,
70,71,0.00027320989697568855,0.0016933181417033163,
71,72,0.0002668618003840803,0.001616016066512606,
72,73,0.0002546851487860623,0.001578768548010805,
73,74,0.00024884234230331545,0.001507138129899609,
74,75,0.0002375571147854104,0.001472822650070086,
75,76,0.00023217198673401598,0.0014063817422792174,
76,77,0.0002217026716177531,0.00137472609849343,
77,78,0.00021673301258022995,0.0013130419334953715,
78,79,0.00020701179501814753,0.0012838043004192697,
79,80,0.00020242007105975072,0.001226487374167336,
80,81,0.0001933858849514693,0.001199452283874665,
81,82,0.00018913862351881998,0.0011461511331299792,
82,83,0.00018073634107936215,0.0011211260686295403,
83,84,0.00017680360992908262,0.0010715227922391778,
84,85,0.00016898334606709958,0.0010483352890803242,
85,86,0.0001653383093570159,0.0010021416918967183,
86,87,0.00015805482224205767,0.0009806368625334102,
87,88,0.00015467336092706048,0.000937591122780485,
88,89,0.00014788553350578675,0.0009176295342159323,
89,90,0.00014474591953519603,0.0008774933127823186,
90,91,0.00013841630946146729,0.0008589491606860167,
91,92,0.00013549892518751518,0.0008215050850593563,
92,93,0.00012959337279888985,0.0008042646176282661,
93,94,0.00012688046851431787,0.0007693140846387526,
94,95,0.00012136775424752982,0.0007532742376521129,
95,96,0.000118843238006453,0.0007206354885427149,
96,97,0.00011369478208165668,0.0007057026996426117,
97,98,0.00011134403694329343,0.0006752091285722186,
98,99,0.00010653363530589832,0.0006612983041757391,
99,100,0.0001043433599625498,0.0006327969675174421,
