,iteration,rgap,alpha,warnings
0,1,inf,1.0,
1,2,0.939086231540527,0.3911394415353366,
2,3,0.8297729573970543,0.23194075744849774,
3,4,0.17519991428358936,0.04681369072773184,
4,5,0.07438673801720357,0.019861862752984186,
5,6,0.03685299209066759,0.14352442995503806,
6,7,0.03926569825187199,0.020053722855477064,
7,8,0.056830013388840646,0.014532157617100624,
8,9,0.03458079637953451,0.01672035615736781,
9,10,0.026165007668051635,0.012941048414551841,
10,11,0.027203408306260054,0.013927441264903972,
11,12,0.033675189990522984,0.014428878294446975,
12,13,0.02730472894890186,0.012372449996539346,
13,14,0.02534402989693123,0.010807886143532355,
14,15,0.02223687193444097,0.01007624200813505,
15,16,0.022935449506625922,0.0107146706857726,
16,17,0.020496502406544256,0.009300337396714398,
17,18,0.020936894203174492,0.010447301607001499,
18,19,0.02047445823236542,0.008846619529235832,
19,20,0.01952239659484274,0.008335841987787081,
20,21,0.01758948688888393,0.007978916873260813,
21,22,0.01835468273074424,0.00863727970822531,
22,23,0.016299072415615967,0.007407458543647965,
23,24,0.01802556041176825,0.007705858709172296,
24,25,0.015999309868726327,0.007262715780688597,
25,26,0.015338567324010193,0.007223489390243712,
26,27,0.013694602145505086,0.006229538624045353,
27,28,0.017345499267649056,0.004407372503557894,
28,29,0.009548172054122533,0.004347691543346209,
29,30,0.01581967184797718,0.006758943770951348,
30,31,0.014083777236140118,0.006394135830056247,
31,32,0.014579904929519744,0.006868751616056227,
32,33,0.013045629995418057,0.005931791461530984,
33,34,0.01470422229975266,0.006176561260405466,
34,35,0.012969111467189686,0.00589126086356521,
35,36,0.012875113031005369,0.006439899642706753,
36,37,0.013223312827239698,0.005727682884710892,
37,38,0.012681278794078828,0.0054138135142932035,
38,39,0.011195299853863526,0.005085355885832092,
39,40,0.012539926160622564,0.0059123062522442316,
40,41,0.011266274889912152,0.005122380252720415,
41,42,0.013317269872100133,0.003348308281790456,
42,43,0.007330805096702538,0.003336760519262788,
43,44,0.011735412775119188,0.004920845468001846,
44,45,0.01037401708438307,0.004712585402046347,
45,46,0.012161962746997837,0.005735061157373539,
46,47,0.010940187053332618,0.004973223253722417,
47,48,0.011463687841530382,0.004900389968319567,
48,49,0.010263983210635383,0.004663609410449678,
49,50,0.010674853157697133,0.004918674638412006,
50,51,0.009668221615720894,0.004395548723510394,
51,52,0.010394121570114654,0.0044422719635564606,
52,53,0.009318107579748273,0.004234166422439986,
53,54,0.010364318687870652,0.00489462297936742,
54,55,0.009364080937563721,0.004258363775817201,
55,56,0.011324251787270295,0.0028503172496016508,
56,57,0.00624446537726546,0.0028421953257873086,
57,58,0.009801459309524104,0.0041888525077882835,
58,59,0.008794264900072776,0.0039961177752799604,
59,60,0.010128043550658371,0.00478369519859722,
60,61,0.009157945551692002,0.0041639695635406655,
61,62,0.009598122134826288,0.004030481230789747,
62,63,0.008504082758529331,0.0038654578425024325,
63,64,0.008917988746536917,0.004213241100759526,
64,65,0.008080175751069592,0.003675926235956206,
65,66,0.009213833378903328,0.003943609374019962,
66,67,0.0082771345804691,0.0037630481284846567,
67,68,0.009007350337853966,0.002509900324015241,
68,69,0.005045338803073042,0.0021930803834868725,
69,70,0.008351072962266833,0.004181841095748352,
70,71,0.008778576475565451,0.0036811922897228163,
71,72,0.007768429918083312,0.0038906747126770855,
72,73,0.00852052177971172,0.0037368768232010794,
73,74,0.007785843451864837,0.003898792940661211,
74,75,0.008144099363523121,0.0035361094746452796,
75,76,0.007753384676661723,0.0033183210556224393,
76,77,0.007312671315890066,0.0033248244605893064,
77,78,0.007642943790019262,0.003553966447732428,
78,79,0.006903096853550119,0.003140762831701626,
79,80,0.008048690063361612,0.0020517729293607653,
80,81,0.0044802174857474595,0.002039877564198885,
81,82,0.007678695018863742,0.0032851523821936196,
82,83,0.006910616756014676,0.003141867444724782,
83,84,0.0077836418693188174,0.003681312046744548,
84,85,0.007075566947664088,0.0032185593865211937,
85,86,0.007517682130514381,0.0031587860664395472,
86,87,0.006673948768617013,0.003035069590153112,
87,88,0.007006773286226209,0.003303650157250178,
88,89,0.006493362831655884,0.0029538507351193144,
89,90,0.006859414699834898,0.002883345992037635,
90,91,0.006095950403556796,0.0027724617274902967,
91,92,0.006954478638224538,0.003459149252427486,
92,93,0.006661478106319684,0.0030635109414855386,
93,94,0.007138259643242842,0.0018201746604887467,
94,95,0.0038774522731444302,0.0017651671052983705,
95,96,0.006700255803263278,0.0031718176542901043,
96,97,0.0061078224351602105,0.0027794118283485858,
97,98,0.006987016429596635,0.0029394817214381534,
98,99,0.006209626580110448,0.002824524010116369,
99,100,0.006187747458334023,0.0026481933683214147,
