,iteration,rgap,alpha,warnings
0,1,inf,1.0,
1,2,0.8359486915625444,0.40881618017417143,
2,3,0.5543562878281173,0.20579844390318727,
3,4,0.1574749001238116,0.07124830135765987,
4,5,0.11222498434388953,0.051601083971690484,
5,6,0.03102705373584781,0.14314237735748161,
6,7,0.04281221399634598,0.02962736620391859,
7,8,0.034234725910788695,0.013961854017062006,
8,9,0.012426680609191689,0.008809778512935181,
9,10,0.019296030504369323,0.01317708253446007,
10,11,0.01466500865407777,0.011354073059585478,
11,12,0.01610283092033827,0.013280386107559732,
12,13,0.0163747063537461,0.011590875677932084,
13,14,0.014437962906950102,0.011922467589032593,
14,15,0.014883955273680721,0.010544960077762861,
15,16,0.013858170996729596,0.011538635784530234,
16,17,0.014834591559977026,0.010877312780139436,
17,18,0.013456340494099337,0.011205580021052755,
18,19,0.01419091863552724,0.010072735510948236,
19,20,0.012796574066324999,0.010658371936449655,
20,21,0.013577710141751615,0.009628055222225889,
21,22,0.01237391870156668,0.010234878929556166,
22,23,0.013022343336762875,0.009555988568005535,
23,24,0.012177618248026491,0.010143782432197612,
24,25,0.012707640218332941,0.009026619596472918,
25,26,0.011487297060501122,0.009571887974611993,
26,27,0.012450976024393982,0.00883272393172055,
27,28,0.01111108957615268,0.009199048769142456,
28,29,0.011641033149096416,0.008547850680784508,
29,30,0.011148737328541547,0.00928948161992512,
30,31,0.011660078479710958,0.008276047230188814,
31,32,0.011319008726193371,0.005074965612078676,
32,33,0.007881556834074226,0.006125413842845748,
33,34,0.011158323454086332,0.00841303197319176,
34,35,0.010131646272255412,0.007868385240256879,
35,36,0.012076578941686091,0.008538585474866758,
36,37,0.01053070773556023,0.008166083636826237,
37,38,0.010758224590622117,0.008900408919541556,
38,39,0.010960929239259615,0.007771644818624412,
39,40,0.01016059134751254,0.0084658511960506,
40,41,0.010704130648780178,0.0076085306719412705,
41,42,0.009702794168077808,0.008086077107425753,
42,43,0.010532615433098092,0.007471814950628492,
43,44,0.009394491848356891,0.00783218301016023,
44,45,0.01021681089673261,0.00726535064086037,
45,46,0.00973204808582323,0.004363210314768826,
46,47,0.005776585743147504,0.004252967799953338,
47,48,0.009563200854995308,0.00796966228528024,
48,49,0.010140230324313796,0.007210423081643965,
49,50,0.00919751101048519,0.007665947090429746,
50,51,0.00995696871330344,0.007065577208014222,
51,52,0.009122898781077667,0.007559090020384913,
52,53,0.009483537494724427,0.006963544854174302,
53,54,0.008883890116930686,0.007405254626586652,
54,55,0.009407155980983713,0.006678300093459924,
55,56,0.008535751170319152,0.007076441557727553,
56,57,0.009007144446592385,0.006615846652518304,
57,58,0.00852709494984852,0.007109086861047168,
58,59,0.008908625119994544,0.006326988756230736,
59,60,0.008212685875439083,0.003682951228238074,
60,61,0.006015121686025106,0.004675047526818633,
61,62,0.00875499161684129,0.006614988942382542,
62,63,0.007990553333551323,0.006205910282502614,
63,64,0.009258555003174485,0.006561969490952277,
64,65,0.008113255971585447,0.006295116591841596,
65,66,0.008665938682117218,0.007178525886699301,
66,67,0.008611477130084715,0.0061107714236731375,
67,68,0.007924105907323486,0.0066064624127111235,
68,69,0.008461543401772596,0.006021217215894562,
69,70,0.007692698820242972,0.006414019759025447,
70,71,0.008268116902083393,0.005869834158060459,
71,72,0.007393994998516463,0.0061673913467550825,
72,73,0.008151287345082123,0.005802373897923145,
73,74,0.007595723199517084,0.0034059133837747867,
74,75,0.004491577445471706,0.0032042589033899125,
75,76,0.007615152897094444,0.006349231275628316,
76,77,0.008118039238919102,0.005778010621785301,
77,78,0.007383127687992834,0.006156291579031115,
78,79,0.008028417848790017,0.005700157493183624,
79,80,0.00722817226309215,0.0059959822987543775,
80,81,0.007602021743876711,0.00558399964869172,
81,82,0.007266873363942306,0.006059458908112821,
82,83,0.007638735829409766,0.005425446781563858,
83,84,0.006836124512748389,0.005703217785345892,
84,85,0.007522111364858603,0.005356758375397831,
85,86,0.006847267446681821,0.005711805863482928,
86,87,0.007307354974244223,0.005204320903589808,
87,88,0.006700804410313574,0.003004868814823369,
88,89,0.004892156903311993,0.0038031414323719155,
89,90,0.007182713014442531,0.004962515844727508,
90,91,0.006208535261288578,0.004819313940002181,
91,92,0.00755472187666639,0.005718390017367671,
92,93,0.006913830733069984,0.005367334835434402,
93,94,0.007252478684813974,0.006045030307225504,
94,95,0.0071071369279578625,0.0050608320954255125,
95,96,0.0064726687793211415,0.005398430340041594,
96,97,0.0070700126493230655,0.0050204284930073905,
97,98,0.006427944590486774,0.00533385256221144,
98,99,0.006710182826938441,0.004929194599513269,
99,100,0.006365466530163377,0.005309275638489263,
